tripduration,startstationid,endstationid,bikeid
902,347,350,18216
1626,521,305,15161
852,254,325,20231
811,527,477,17069
608,236,419,17565
514,317,285,14972
813,281,385,20237
343,529,318,19279
856,439,350,15329
967,128,497,16429
1254,323,461,16208
1240,323,461,15185
327,401,438,17707
969,168,301,15615
485,445,357,19216
767,337,332,16749
1102,404,317,15601
688,435,392,18314
301,462,459,14992
234,248,347,17531
591,498,477,15487
674,326,326,15192
877,305,533,19674
146,164,454,16687
279,520,305,18699
308,310,241,18650
705,2003,252,20565
744,466,466,17895
512,317,3002,15481
1403,259,363,16847
702,504,357,15940
753,79,257,14943
505,490,448,17646
543,379,168,14860
620,500,498,18882
681,263,483,17802
402,368,229,19625
302,383,470,19285
739,355,146,16245
738,250,358,18052
654,290,2006,16339
452,268,357,17683
694,532,242,16096
531,161,475,17899
571,357,368,18310
476,489,444,20511
394,439,368,20244
1084,469,290,17124
863,386,392,20097
325,423,515,14852
1324,537,501,19622
1722,513,423,18792
188,368,127,15483
6146,2006,468,19579
932,402,253,19694
805,310,365,15542
6117,2006,468,15446
684,317,445,19848
335,474,498,14733
800,458,468,15779
397,375,496,16441
4008,402,236,15756
1118,251,267,19718
1226,327,327,15343
805,323,402,16404
527,509,284,15374
267,462,446,17222
1018,446,265,16921
1016,82,330,19717
3248,475,2006,15027
3237,2006,2006,19431
438,492,116,18384
457,363,360,17122
1691,434,466,18837
782,485,357,15278
1659,434,466,20264
1397,517,285,16708
502,404,521,18843
550,212,369,14898
508,383,237,14833
967,534,368,18672
1058,521,284,20084
488,128,294,17405
460,428,303,18345
719,405,497,19153
1557,503,387,18551
886,320,446,17536
875,399,366,15351
326,319,494,20568
763,523,507,16819
1045,253,518,19679
528,444,223,15184
914,500,528,14835
287,417,360,15034
1302,423,285,15687
381,328,128,19147
440,241,233,15789
756,236,296,18728
917,290,153,16247
455,360,360,16472
497,285,504,15436
1092,380,545,14970
126,237,438,15242
406,128,280,17353
1059,2003,79,18615
818,509,326,18941
1082,402,410,18533
293,310,298,15583
2965,426,281,19213
306,168,497,14913
360,359,2004,16391
1188,340,254,19757
375,303,252,16907
342,382,72,19370
1022,418,310,19591
388,484,350,16177
1084,320,342,18302
832,468,439,15656
692,340,356,15954
473,146,151,15445
513,385,518,20237
1130,253,440,17648
473,385,518,15524
449,469,456,20609
315,447,479,15451
682,472,252,16803
1045,257,327,20286
1134,168,439,20538
1585,151,477,17080
649,340,356,18962
637,330,304,15479
395,493,490,19620
812,459,236,14992
592,457,515,19745
381,268,412,14974
329,525,490,18500
534,285,537,15273
831,461,290,16178
358,470,79,15700
776,326,267,15192
506,478,490,19507
732,143,323,18518
620,329,250,15562
1404,305,237,19530
490,402,301,15425
409,492,485,19297
588,504,323,19090
257,153,167,17170
747,459,442,19403
1379,305,237,18699
583,379,2003,19767
593,444,494,18408
256,496,482,16441
247,297,297,19994
937,482,482,16527
586,301,161,15615
2739,2008,281,18618
1675,412,365,16735
1103,357,526,19047
871,482,323,16517
545,410,401,14864
764,265,531,16294
480,297,402,14935
1314,525,426,19572
1061,358,316,18052
72,335,335,18422
445,496,477,17147
153,301,317,19204
592,195,151,15032
325,446,388,17222
145,116,463,18384
436,264,426,18825
820,401,406,15466
267,391,414,14811
133,446,334,16830
1754,468,496,15779
1097,361,497,18488
581,454,160,16687
489,335,150,17855
341,368,294,18652
852,357,494,16064
334,329,387,14868
346,312,345,15109
495,492,355,19803
1484,426,514,14822
482,477,517,17069
1479,426,325,16781
326,519,472,20246
473,492,450,14614
949,538,521,17168
522,223,474,15184
403,336,403,17275
609,307,303,17904
974,368,497,20244
774,281,243,18776
166,479,488,15157
848,379,504,15749
499,404,382,14911
503,492,521,16815
274,267,524,15825
500,403,236,18203
312,357,380,15278
1180,116,327,19495
588,492,173,18746
201,536,442,17086
771,402,474,16404
737,489,368,18990
641,446,369,16091
5068,435,466,19098
496,83,420,16342
704,304,386,15362
608,466,318,18200
357,350,350,15329
109,237,236,14833
1962,444,295,15336
532,328,151,17891
986,508,472,19268
1293,72,248,18498
209,482,496,19684
690,399,300,16504
730,447,297,18876
1063,325,368,14826
667,492,463,15490
950,445,521,19848
465,445,161,18998
1354,526,303,14741
969,529,285,19535
796,293,266,19526
669,2004,297,20263
1166,434,361,17987
1154,434,361,18528
920,264,458,19222
413,496,116,17108
1088,237,445,19509
1637,432,504,15841
554,233,536,18026
343,350,332,18216
1544,367,528,18874
785,361,195,17154
273,236,347,16516
555,351,257,16101
893,330,330,16491
1195,485,434,19297
372,505,459,16378
1139,497,350,16429
782,361,195,14923
1354,146,538,16245
925,505,465,20182
986,366,364,15351
325,325,476,16905
1322,426,521,16124
1498,367,528,17141
542,427,519,16946
461,297,212,19109
1150,485,434,20318
1383,363,426,16847
720,257,250,18444
235,472,342,16734
649,497,445,15338
533,360,320,17122
204,450,480,15732
261,472,485,18223
407,377,345,19438
416,503,223,15967
441,82,151,17959
679,386,335,17982
156,477,488,18287
2139,2012,304,20210
903,237,440,16451
408,359,352,17984
2048,514,79,18705
754,503,520,15230
1204,504,312,16948
547,386,531,15798
750,461,492,19081
701,375,433,16417
720,250,403,15415
2089,259,304,17967
919,356,151,19810
338,483,433,19922
2026,251,486,19570
1532,520,519,16960
265,492,334,15913
582,513,529,17636
334,294,323,17405
907,356,151,15954
327,516,404,18399
2151,264,322,16119
1522,426,426,18825
423,545,444,18275
736,225,152,18894
578,455,536,17633
204,355,355,17923
687,305,457,15016
460,487,497,17530
360,486,465,15560
355,427,2009,16373
465,524,522,15059
2192,264,322,18228
192,446,444,17536
376,293,284,18741
1056,465,79,18478
538,83,327,19607
697,153,497,16247
928,347,477,15191
389,253,434,14781
611,457,486,18261
1995,536,342,15086
505,152,151,15256
539,316,340,16673
253,447,457,19238
126,459,402,18719
510,464,519,16217
1264,367,528,19992
1462,484,462,18450
883,387,143,16224
639,493,525,16654
1037,501,385,19622
638,412,279,15956
811,351,408,15513
1048,482,2008,17616
61,442,442,19403
1443,322,314,16128
346,504,483,17912
427,351,195,19965
466,387,304,14868
284,325,540,20231
157,147,327,17435
587,458,368,17537
440,536,297,18042
431,324,516,14831
187,445,146,18043
702,303,325,17580
327,520,464,16759
715,167,402,18808
615,455,493,19338
762,417,161,16750
762,417,161,18249
395,324,223,15849
531,195,195,15820
1071,257,475,17815
204,285,280,14972
872,465,79,20085
437,500,520,14949
641,127,379,19442
998,536,368,17104
93,253,253,18572
388,493,522,20350
620,83,437,18582
1014,146,356,20519
2424,478,478,19161
1885,360,225,18680
837,513,404,15193
471,438,465,15242
488,281,524,19919
998,247,525,16227
319,537,497,15273
648,383,301,16357
362,147,386,15041
286,504,459,15348
565,499,500,19740
308,116,516,19924
562,326,500,16637
651,459,529,15988
871,442,377,19403
324,464,137,15929
679,168,405,19110
454,229,254,19140
268,312,236,19586
540,281,458,19377
658,438,483,15201
614,153,475,15092
486,497,537,16271
1759,476,401,20299
1509,345,382,15109
529,546,345,14940
161,442,521,15641
603,498,513,18882
1744,525,386,19704
614,355,439,17923
908,423,352,17872
644,251,328,17182
1873,525,151,16210
1016,469,3002,15198
903,318,422,19553
1749,505,450,16116
848,153,453,15030
680,72,347,19370
391,253,229,19769
504,416,310,16887
227,252,368,16367
138,442,536,17086
742,487,474,20379
375,310,274,18297
90,253,345,18572
439,402,494,17139
520,336,323,19084
524,326,527,18424
448,173,519,18746
742,527,516,18416
748,468,164,20578
542,301,293,15425
8434,505,450,17894
923,253,301,16891
1258,280,257,17353
301,496,252,19684
1285,2004,450,15517
398,438,483,15840
1256,505,450,16266
946,487,426,16811
264,402,382,19807
402,304,363,18940
373,317,349,15601
1471,444,79,15440
1646,195,315,17955
468,347,346,17417
307,527,476,15978
146,510,173,18774
1368,304,435,20595
722,79,357,20079
1844,195,315,19965
328,388,116,18489
699,488,392,15157
429,432,325,17073
1151,402,257,18719
328,475,487,18348
402,524,267,19505
1410,501,340,15623
314,266,266,19526
750,173,442,16924
945,402,347,15828
767,459,382,16378
1152,293,527,20097
768,433,404,19922
915,303,492,18231
265,492,147,17374
414,463,497,17205
413,546,519,19581
1317,212,348,19396
1297,212,348,18062
359,404,368,18453
346,404,368,18529
513,521,497,17257
571,497,405,19153
326,433,301,16417
710,387,387,14796
1062,406,303,15466
346,233,271,16449
1011,157,271,19372
439,404,446,16617
481,297,326,19267
1389,324,439,17704
135,457,469,19238
6415,352,422,17014
437,497,293,16247
328,383,357,18044
702,291,251,18828
461,335,325,20359
612,383,521,16693
1084,531,332,15798
1076,441,523,17952
399,382,284,19019
231,3002,391,20036
544,415,337,19653
880,439,352,15656
440,527,492,16876
273,216,414,17510
698,394,229,17500
1061,327,327,19607
1431,398,398,18137
1168,501,402,15025
1149,501,402,19580
319,534,363,16796
227,450,480,14614
926,396,394,19286
482,168,325,19313
323,349,401,17058
637,394,238,19155
776,440,504,17648
1370,398,398,15047
241,459,463,20044
215,2004,359,16391
300,490,469,19620
394,300,416,15052
1231,448,212,20278
399,316,330,18052
390,224,147,16386
1490,473,448,15568
403,466,212,16025
867,225,432,14936
1029,402,355,20184
204,317,301,19204
138,335,161,15993
344,509,284,16235
523,467,218,16992
362,540,521,16555
1043,290,492,17288
541,504,362,15867
1426,266,532,19526
391,173,520,14958
477,493,168,18851
637,493,492,16497
1385,266,519,16228
480,212,375,19109
964,146,462,18587
298,324,280,16785
1255,337,308,17773
1316,476,513,16905
1202,314,271,18523
377,334,497,15913
476,405,419,19110
581,412,414,17723
2618,426,426,17386
402,504,280,15749
862,368,311,18310
1218,536,495,16333
734,490,496,16418
828,263,268,16475
249,252,368,20565
1406,360,168,19240
1180,525,348,16654
2606,341,513,18673
598,509,483,16821
1990,466,315,17063
1989,168,454,19633
457,224,257,16109
349,538,281,16935
574,521,173,15058
444,444,505,16553
1507,306,519,19678
590,264,263,16320
274,523,493,15660
557,457,173,15013
427,444,2004,15494
1112,536,495,20020
967,476,280,16489
592,457,173,15016
1165,281,419,19494
380,250,369,19927
392,352,499,15628
382,497,461,17283
1078,301,2002,15979
681,456,529,20609
819,395,364,17388
471,347,470,16604
199,168,497,17996
765,448,450,18423
222,523,490,16483
849,402,449,18808
1398,323,367,17957
394,357,268,17683
223,523,490,19104
1347,392,521,18232
222,521,523,14555
608,520,518,15230
357,401,326,17058
1029,284,488,18353
251,518,442,19679
891,510,446,15525
850,430,275,16746
149,469,423,19238
134,504,2021,15883
2711,500,500,17983
1100,521,392,15641
218,472,527,16599
701,434,483,15012
1225,408,472,15513
372,329,128,15237
1136,335,459,19451
749,335,404,19875
167,316,195,16317
188,243,485,15949
480,352,477,17735
933,493,223,16399
979,438,257,16783
243,472,528,19362
133,388,494,17222
219,481,460,17706
213,481,460,20095
1520,415,415,17306
713,359,529,18738
692,465,380,19739
747,252,405,17626
261,423,450,18792
1885,304,490,16732
987,463,357,18384
737,252,405,16803
992,315,459,16122
242,2004,417,19744
657,297,263,15319
784,303,363,19862
1002,494,477,20568
249,438,403,17707
273,323,310,18379
1950,406,523,16070
1434,79,279,20300
1949,406,303,14804
897,440,521,17230
1129,327,525,18036
798,534,332,17687
537,335,380,18314
1048,479,509,15451
376,167,518,15291
789,474,489,16404
1017,504,330,19664
704,507,317,18884
227,446,482,18972
463,293,347,19107
528,212,490,15529
1209,3002,276,15198
1169,457,290,16806
643,151,82,15954
1339,363,521,16796
448,161,345,15985
1035,427,127,20230
385,281,516,16935
292,440,518,16464
154,388,494,18850
308,533,474,16203
483,456,485,17893
687,439,404,15666
305,252,348,16723
933,524,475,20330
90,311,350,16165
716,147,225,20239
278,330,417,16369
490,396,509,16940
327,526,512,16103
829,516,444,18416
382,328,402,17182
799,426,147,18825
864,373,475,19666
504,327,264,15343
131,366,313,15758
1945,310,521,16743
1065,426,152,16811
885,524,2006,15825
559,528,515,17239
2143,363,217,16800
850,348,319,17635
768,440,492,18804
600,518,493,15524
438,377,335,20571
838,457,303,17764
1223,127,174,15483
1495,497,305,15273
1932,528,404,19362
1140,402,468,18473
397,494,495,18408
350,2021,433,15883
354,306,316,15128
1346,120,454,18758
403,538,253,16245
697,250,284,18444
1905,528,404,19992
613,284,358,20082
217,152,498,18394
680,458,347,15457
368,280,347,15749
779,2012,401,16540
544,402,223,20282
351,528,528,14835
511,380,285,15715
2070,326,447,19267
628,285,433,19535
570,164,468,20578
423,312,297,16948
286,335,382,16853
1021,2005,271,16498
517,305,318,18346
761,325,318,20359
344,225,459,20524
446,486,465,17671
388,529,478,17852
282,528,174,18277
418,521,525,18843
990,504,375,15436
404,2008,280,15839
1423,147,521,17374
403,493,468,19338
2342,218,444,15846
869,383,468,14991
735,500,523,16083
655,472,454,20246
985,529,352,16522
1615,250,477,15169
691,347,496,18479
348,520,2003,16194
550,72,499,15350
1891,360,379,19374
633,448,446,17718
395,334,405,16830
960,510,525,19626
767,540,518,18626
437,303,368,18428
739,466,465,19553
731,475,379,17815
451,195,276,16317
1938,523,523,18600
784,540,518,20231
1017,146,403,18043
273,368,345,20565
1215,342,263,18608
944,415,127,17188
827,444,445,20511
552,327,296,15400
1011,525,459,16148
491,427,327,19873
464,486,486,15837
597,359,485,17022
693,383,335,17064
670,116,529,16903
447,327,320,17435
502,331,401,14782
993,529,284,15852
8750,195,435,14923
12563,415,281,14947
12560,415,281,15241
3072,83,303,17591
715,375,307,18856
517,392,305,15157
1581,497,532,15913
758,435,477,17478
1042,525,470,20234
622,440,537,15997
277,518,475,15230
1279,545,509,20152
319,168,116,18110
629,466,477,15309
1451,410,312,18533
863,494,494,16064
1241,438,521,16526
247,328,358,19335
449,306,327,16765
654,164,529,16151
601,438,447,15120
1462,128,352,17925
652,375,317,19606
1960,515,306,18844
943,426,212,19859
393,528,537,17141
382,456,469,16913
1172,499,456,15628
283,388,442,16123
1000,485,437,17555
1280,264,250,17095
1704,151,264,19810
610,538,468,19969
502,294,404,18100
948,382,369,15109
1069,386,507,19704
441,307,342,19053
575,442,422,16924
1134,499,490,20018
1583,455,412,15028
1559,520,249,16466
858,474,486,20379
2567,449,475,18808
484,303,347,17538
442,524,167,19641
665,466,445,17605
1473,528,404,18874
1432,268,488,19871
1488,528,404,14835
1680,308,319,18309
842,450,447,19712
677,507,161,16819
100,350,311,16429
265,369,335,16091
432,497,379,16063
278,461,497,18144
281,469,482,19620
235,307,356,20243
693,458,493,18889
244,168,116,19605
1037,301,507,16357
385,475,477,15092
784,450,447,15517
430,468,479,19338
835,236,412,19586
1282,497,329,20244
138,335,375,16336
789,301,294,16417
826,401,412,14864
292,492,472,19081
1591,308,297,16343
593,464,466,17384
627,79,358,20010
741,290,517,14767
1012,496,368,16485
1170,493,358,19978
1016,168,428,14860
1221,380,515,18314
821,311,348,19568
286,237,293,15799
335,435,509,17854
1369,296,296,18590
676,2006,422,17541
953,496,368,18829
686,450,447,16266
1685,315,339,16169
1132,537,79,15702
377,328,238,16261
312,516,368,14831
1487,308,168,17773
1188,520,79,16084
1369,296,296,15937
316,334,461,15564
371,537,487,18506
521,285,432,15715
1021,173,490,19330
1238,335,427,20571
576,476,487,18718
314,390,271,16370
611,497,509,17205
305,482,380,18639
577,499,290,15350
623,358,284,20082
532,519,469,18746
464,446,461,14795
576,523,337,14555
658,508,440,15553
1110,459,327,18442
1063,504,352,17648
1487,508,447,14982
272,417,257,19131
580,368,326,18428
1766,260,237,17163
1028,459,327,19991
192,538,497,16231
179,532,481,19526
248,326,459,18941
182,519,481,16228
1014,540,449,17458
786,264,360,16956
646,254,463,19757
475,233,216,18915
1044,497,445,15650
498,335,504,20373
299,352,457,15656
466,387,327,20216
428,237,323,18759
495,402,472,15617
492,520,305,16840
681,531,268,15024
1047,525,500,16227
647,533,507,18000
953,404,334,17026
423,345,453,18385
939,461,442,16045
311,482,402,16441
2335,480,408,14614
2313,254,345,19140
440,294,250,19755
729,327,260,16717
711,357,519,15809
1238,304,426,15475
233,264,304,16965
893,490,2004,16555
556,442,519,16123
660,168,332,19240
1290,281,281,20623
445,463,521,20598
261,469,465,16913
436,442,526,19679
627,168,546,16130
1499,153,257,16918
521,493,472,15660
1239,281,281,15550
1471,525,224,18843
372,512,498,16103
2058,493,357,17090
347,540,497,16708
1804,459,327,19451
1350,315,339,18814
584,464,290,16087
602,465,298,17671
565,168,472,18851
196,294,369,19181
1724,242,2003,15771
324,453,284,15030
198,479,495,15529
813,477,116,15309
606,537,497,17141
119,509,463,15864
244,253,369,16019
506,317,3002,19606
176,329,147,20274
704,515,528,17239
398,2023,297,19136
404,375,2008,16336
539,518,464,15291
2957,500,529,19944
396,329,146,18788
706,511,346,19202
943,470,515,19285
850,525,405,19165
592,402,519,16385
475,241,233,20624
2935,432,432,17923
2177,281,128,18618
1785,387,488,18265
2174,281,128,19213
478,453,521,19629
1297,522,496,19656
1789,328,468,17513
513,417,415,15646
486,461,379,19986
1266,293,447,15799
594,369,369,15943
545,297,317,18876
310,369,312,16869
505,325,369,17580
4258,360,510,17362
780,490,519,18500
1753,388,393,16363
1752,388,393,18644
841,461,521,14865
1476,376,439,20190
201,284,284,16436
876,523,537,14593
340,233,430,19690
1252,386,472,17950
1555,467,428,20203
854,500,83,17076
273,458,453,19377
1346,309,490,19325
447,479,509,19338
426,459,401,18941
536,284,284,14720
1945,440,327,16451
597,486,450,18261
770,468,521,18473
342,349,433,15601
627,325,324,19313
486,434,521,19297
674,468,362,20578
433,151,375,18593
398,223,470,16399
790,232,320,17695
619,2001,481,17402
538,448,423,19826
525,448,423,17646
460,284,523,20591
6795,417,358,17525
707,382,462,14911
256,294,531,16590
1407,337,433,14779
264,392,152,15641
516,2006,520,18282
450,318,477,20359
291,459,519,16148
6751,417,358,17096
388,444,521,17536
1292,280,441,15839
447,444,465,18173
190,128,128,15237
1139,534,327,17308
1006,453,394,17097
